Flag,Short_Name,Full_Name
1,B07004Ie6,GEOGRAPHICAL MOBILITY IN THE PAST YEAR (HISPANIC OR LATINO) FOR CURRENT RESIDENCE IN THE UNITED STATES: Total: Moved from abroad: Hispanic or Latino population 1 year and over in the United States -- (Estimate)
1,B08101e9,"MEANS OF TRANSPORTATION TO WORK BY AGE: Car, truck, or van - drove alone: Workers 16 years and over -- (Estimate)"
1,B08101e17,"MEANS OF TRANSPORTATION TO WORK BY AGE: Car, truck, or van - carpooled: Workers 16 years and over -- (Estimate)"
1,B08101e25,MEANS OF TRANSPORTATION TO WORK BY AGE: Public transportation (excluding taxicab): Workers 16 years and over -- (Estimate)
1,B08101e33,MEANS OF TRANSPORTATION TO WORK BY AGE: Walked: Workers 16 years and over -- (Estimate)
1,B08101e41,"MEANS OF TRANSPORTATION TO WORK BY AGE: Taxicab, motorcycle, bicycle, or other means: Workers 16 years and over -- (Estimate)"
1,B08101e49,"MEANS OF TRANSPORTATION TO WORK BY AGE: Taxicab, motorcycle, bicycle, or other means: Worked from home: Workers 16 years and over -- (Estimate)"
1,B08105Ae1,MEANS OF TRANSPORTATION TO WORK (WHITE ALONE): Total: White alone workers 16 years and over -- (Estimate)
1,B08105Ae2,"MEANS OF TRANSPORTATION TO WORK (WHITE ALONE): Total: Car, truck, or van - drove alone: White alone workers 16 years and over -- (Estimate)"
1,B08105Ae3,"MEANS OF TRANSPORTATION TO WORK (WHITE ALONE): Total: Car, truck, or van - carpooled: White alone workers 16 years and over -- (Estimate)"
1,B08105Ae4,MEANS OF TRANSPORTATION TO WORK (WHITE ALONE): Total: Public transportation (excluding taxicab): White alone workers 16 years and over -- (Estimate)
1,B08105Ae5,MEANS OF TRANSPORTATION TO WORK (WHITE ALONE): Total: Walked: White alone workers 16 years and over -- (Estimate)
1,B08105Ae6,"MEANS OF TRANSPORTATION TO WORK (WHITE ALONE): Total: Taxicab, motorcycle, bicycle, or other means: White alone workers 16 years and over -- (Estimate)"
1,B08105Ae7,MEANS OF TRANSPORTATION TO WORK (WHITE ALONE): Total: Worked from home: White alone workers 16 years and over -- (Estimate)
1,B08105Be1,MEANS OF TRANSPORTATION TO WORK (BLACK OR AFRICAN AMERICAN ALONE): Total: Black or African American alone workers 16 years and over -- (Estimate)
1,B08105Be2,"MEANS OF TRANSPORTATION TO WORK (BLACK OR AFRICAN AMERICAN ALONE): Total: Car, truck, or van - drove alone: Black or African American alone workers 16 years and over -- (Estimate)"
1,B08105Be3,"MEANS OF TRANSPORTATION TO WORK (BLACK OR AFRICAN AMERICAN ALONE): Total: Car, truck, or van - carpooled: Black or African American alone workers 16 years and over -- (Estimate)"
1,B08105Be4,MEANS OF TRANSPORTATION TO WORK (BLACK OR AFRICAN AMERICAN ALONE): Total: Public transportation (excluding taxicab): Black or African American alone workers 16 years and over -- (Estimate)
1,B08105Be5,MEANS OF TRANSPORTATION TO WORK (BLACK OR AFRICAN AMERICAN ALONE): Total: Walked: Black or African American alone workers 16 years and over -- (Estimate)
1,B08105Be6,"MEANS OF TRANSPORTATION TO WORK (BLACK OR AFRICAN AMERICAN ALONE): Total: Taxicab, motorcycle, bicycle, or other means: Black or African American alone workers 16 years and over -- (Estimate)"
1,B08105Be7,MEANS OF TRANSPORTATION TO WORK (BLACK OR AFRICAN AMERICAN ALONE): Total: Worked from home: Black or African American alone workers 16 years and over -- (Estimate)
1,B08105He1,"MEANS OF TRANSPORTATION TO WORK (WHITE ALONE, NOT HISPANIC OR LATINO): Total: White alone, not Hispanic or Latino workers 16 years and over -- (Estimate)"
1,B08105He2,"MEANS OF TRANSPORTATION TO WORK (WHITE ALONE, NOT HISPANIC OR LATINO): Total: Car, truck, or van - drove alone: White alone, not Hispanic or Latino workers 16 years and over -- (Estimate)"
1,B08105He3,"MEANS OF TRANSPORTATION TO WORK (WHITE ALONE, NOT HISPANIC OR LATINO): Total: Car, truck, or van - carpooled: White alone, not Hispanic or Latino workers 16 years and over -- (Estimate)"
1,B08105He4,"MEANS OF TRANSPORTATION TO WORK (WHITE ALONE, NOT HISPANIC OR LATINO): Total: Public transportation (excluding taxicab): White alone, not Hispanic or Latino workers 16 years and over -- (Estimate)"
1,B08105He5,"MEANS OF TRANSPORTATION TO WORK (WHITE ALONE, NOT HISPANIC OR LATINO): Total: Walked: White alone, not Hispanic or Latino workers 16 years and over -- (Estimate)"
1,B08105He6,"MEANS OF TRANSPORTATION TO WORK (WHITE ALONE, NOT HISPANIC OR LATINO): Total: Taxicab, motorcycle, bicycle, or other means: White alone, not Hispanic or Latino workers 16 years and over -- (Estimate)"
1,B08105He7,"MEANS OF TRANSPORTATION TO WORK (WHITE ALONE, NOT HISPANIC OR LATINO): Total: Worked from home: White alone, not Hispanic or Latino workers 16 years and over -- (Estimate)"
1,B08105Ie1,MEANS OF TRANSPORTATION TO WORK (HISPANIC OR LATINO): Total: Hispanic or Latino workers 16 years and over -- (Estimate)
1,B08105Ie2,"MEANS OF TRANSPORTATION TO WORK (HISPANIC OR LATINO): Total: Car, truck, or van - drove alone: Hispanic or Latino workers 16 years and over -- (Estimate)"
1,B08105Ie3,"MEANS OF TRANSPORTATION TO WORK (HISPANIC OR LATINO): Total: Car, truck, or van - carpooled: Hispanic or Latino workers 16 years and over -- (Estimate)"
1,B08105Ie4,MEANS OF TRANSPORTATION TO WORK (HISPANIC OR LATINO): Total: Public transportation (excluding taxicab): Hispanic or Latino workers 16 years and over -- (Estimate)
1,B08105Ie5,MEANS OF TRANSPORTATION TO WORK (HISPANIC OR LATINO): Total: Walked: Hispanic or Latino workers 16 years and over -- (Estimate)
1,B08105Ie6,"MEANS OF TRANSPORTATION TO WORK (HISPANIC OR LATINO): Total: Taxicab, motorcycle, bicycle, or other means: Hispanic or Latino workers 16 years and over -- (Estimate)"
1,B08105Ie7,MEANS OF TRANSPORTATION TO WORK (HISPANIC OR LATINO): Total: Worked from home: Hispanic or Latino workers 16 years and over -- (Estimate)
1,B11001e1,HOUSEHOLD TYPE (INCLUDING LIVING ALONE): Total: Households -- (Estimate)
1,B11001e2,HOUSEHOLD TYPE (INCLUDING LIVING ALONE): Family households: Households -- (Estimate)
1,B11001e3,HOUSEHOLD TYPE (INCLUDING LIVING ALONE): Family households: Married-couple family: Households -- (Estimate)
1,B11001e4,HOUSEHOLD TYPE (INCLUDING LIVING ALONE): Other family: Households -- (Estimate)
1,B11001e5,"HOUSEHOLD TYPE (INCLUDING LIVING ALONE): Other family: Male householder, no spouse present: Households -- (Estimate)"
1,B11001e6,"HOUSEHOLD TYPE (INCLUDING LIVING ALONE): Other family: Female householder, no spouse present: Households -- (Estimate)"
1,B11001e7,HOUSEHOLD TYPE (INCLUDING LIVING ALONE): Nonfamily households: Households -- (Estimate)
1,B11001e8,HOUSEHOLD TYPE (INCLUDING LIVING ALONE): Nonfamily households: Householder living alone: Households -- (Estimate)
1,B11001e9,HOUSEHOLD TYPE (INCLUDING LIVING ALONE): Nonfamily households: Householder not living alone: Households -- (Estimate)
1,B11001Ae1,HOUSEHOLD TYPE (INCLUDING LIVING ALONE) (WHITE ALONE): Total: Households with a householder who is White alone -- (Estimate)
1,B11001Ae2,HOUSEHOLD TYPE (INCLUDING LIVING ALONE) (WHITE ALONE): Family households: Households with a householder who is White alone -- (Estimate)
1,B11001Ae3,HOUSEHOLD TYPE (INCLUDING LIVING ALONE) (WHITE ALONE): Family households: Married-couple family: Households with a householder who is White alone -- (Estimate)
1,B11001Ae4,HOUSEHOLD TYPE (INCLUDING LIVING ALONE) (WHITE ALONE): Other family: Households with a householder who is White alone -- (Estimate)
1,B11001Ae5,"HOUSEHOLD TYPE (INCLUDING LIVING ALONE) (WHITE ALONE): Other family: Male householder, no spouse present: Households with a householder who is White alone -- (Estimate)"
1,B11001Ae6,"HOUSEHOLD TYPE (INCLUDING LIVING ALONE) (WHITE ALONE): Other family: Female householder, no spouse present: Households with a householder who is White alone -- (Estimate)"
1,B11001Ae7,HOUSEHOLD TYPE (INCLUDING LIVING ALONE) (WHITE ALONE): Nonfamily households: Households with a householder who is White alone -- (Estimate)
1,B11001Ae8,HOUSEHOLD TYPE (INCLUDING LIVING ALONE) (WHITE ALONE): Nonfamily households: Householder living alone: Households with a householder who is White alone -- (Estimate)
1,B11001Ae9,HOUSEHOLD TYPE (INCLUDING LIVING ALONE) (WHITE ALONE): Nonfamily households: Householder not living alone: Households with a householder who is White alone -- (Estimate)
1,B11001Be1,HOUSEHOLD TYPE (INCLUDING LIVING ALONE) (BLACK OR AFRICAN AMERICAN ALONE): Total: Households with a householder who is Black or African American alone -- (Estimate)
1,B11001Be2,HOUSEHOLD TYPE (INCLUDING LIVING ALONE) (BLACK OR AFRICAN AMERICAN ALONE): Family households: Households with a householder who is Black or African American alone -- (Estimate)
1,B11001Be3,HOUSEHOLD TYPE (INCLUDING LIVING ALONE) (BLACK OR AFRICAN AMERICAN ALONE): Family households: Married-couple family: Households with a householder who is Black or African American alone -- (Estimate)
1,B11001Be4,HOUSEHOLD TYPE (INCLUDING LIVING ALONE) (BLACK OR AFRICAN AMERICAN ALONE): Other family: Households with a householder who is Black or African American alone -- (Estimate)
1,B11001Be5,"HOUSEHOLD TYPE (INCLUDING LIVING ALONE) (BLACK OR AFRICAN AMERICAN ALONE): Other family: Male householder, no spouse present: Households with a householder who is Black or African American alone -- (Estimate)"
1,B11001Be6,"HOUSEHOLD TYPE (INCLUDING LIVING ALONE) (BLACK OR AFRICAN AMERICAN ALONE): Other family: Female householder, no spouse present: Households with a householder who is Black or African American alone -- (Estimate)"
1,B11001Be7,HOUSEHOLD TYPE (INCLUDING LIVING ALONE) (BLACK OR AFRICAN AMERICAN ALONE): Nonfamily households: Households with a householder who is Black or African American alone -- (Estimate)
1,B11001Be8,HOUSEHOLD TYPE (INCLUDING LIVING ALONE) (BLACK OR AFRICAN AMERICAN ALONE): Nonfamily households: Householder living alone: Households with a householder who is Black or African American alone -- (Estimate)
1,B11001Be9,HOUSEHOLD TYPE (INCLUDING LIVING ALONE) (BLACK OR AFRICAN AMERICAN ALONE): Nonfamily households: Householder not living alone: Households with a householder who is Black or African American alone -- (Estimate)
1,B11001He1,"HOUSEHOLD TYPE (INCLUDING LIVING ALONE) (WHITE ALONE, NOT HISPANIC OR LATINO): Total: Households with a householder who is White alone, not Hispanic or Latino -- (Estimate)"
1,B11001He2,"HOUSEHOLD TYPE (INCLUDING LIVING ALONE) (WHITE ALONE, NOT HISPANIC OR LATINO): Family households: Households with a householder who is White alone, not Hispanic or Latino -- (Estimate)"
1,B11001He3,"HOUSEHOLD TYPE (INCLUDING LIVING ALONE) (WHITE ALONE, NOT HISPANIC OR LATINO): Family households: Married-couple family: Households with a householder who is White alone, not Hispanic or Latino -- (Estimate)"
1,B11001He4,"HOUSEHOLD TYPE (INCLUDING LIVING ALONE) (WHITE ALONE, NOT HISPANIC OR LATINO): Other family: Households with a householder who is White alone, not Hispanic or Latino -- (Estimate)"
1,B11001He5,"HOUSEHOLD TYPE (INCLUDING LIVING ALONE) (WHITE ALONE, NOT HISPANIC OR LATINO): Other family: Male householder, no spouse present: Households with a householder who is White alone, not Hispanic or Latino -- (Estimate)"
1,B11001He6,"HOUSEHOLD TYPE (INCLUDING LIVING ALONE) (WHITE ALONE, NOT HISPANIC OR LATINO): Other family: Female householder, no spouse present: Households with a householder who is White alone, not Hispanic or Latino -- (Estimate)"
1,B11001He7,"HOUSEHOLD TYPE (INCLUDING LIVING ALONE) (WHITE ALONE, NOT HISPANIC OR LATINO): Nonfamily households: Households with a householder who is White alone, not Hispanic or Latino -- (Estimate)"
1,B11001He8,"HOUSEHOLD TYPE (INCLUDING LIVING ALONE) (WHITE ALONE, NOT HISPANIC OR LATINO): Nonfamily households: Householder living alone: Households with a householder who is White alone, not Hispanic or Latino -- (Estimate)"
1,B11001He9,"HOUSEHOLD TYPE (INCLUDING LIVING ALONE) (WHITE ALONE, NOT HISPANIC OR LATINO): Nonfamily households: Householder not living alone: Households with a householder who is White alone, not Hispanic or Latino -- (Estimate)"
1,B11001Ie1,HOUSEHOLD TYPE (INCLUDING LIVING ALONE) (HISPANIC OR LATINO): Total: Households with a householder who is Hispanic or Latino -- (Estimate)
1,B11001Ie2,HOUSEHOLD TYPE (INCLUDING LIVING ALONE) (HISPANIC OR LATINO): Family households: Households with a householder who is Hispanic or Latino -- (Estimate)
1,B11001Ie3,HOUSEHOLD TYPE (INCLUDING LIVING ALONE) (HISPANIC OR LATINO): Family households: Married-couple family: Households with a householder who is Hispanic or Latino -- (Estimate)
1,B11001Ie4,HOUSEHOLD TYPE (INCLUDING LIVING ALONE) (HISPANIC OR LATINO): Other family: Households with a householder who is Hispanic or Latino -- (Estimate)
1,B11001Ie5,"HOUSEHOLD TYPE (INCLUDING LIVING ALONE) (HISPANIC OR LATINO): Other family: Male householder, no spouse present: Households with a householder who is Hispanic or Latino -- (Estimate)"
1,B11001Ie6,"HOUSEHOLD TYPE (INCLUDING LIVING ALONE) (HISPANIC OR LATINO): Other family: Female householder, no spouse present: Households with a householder who is Hispanic or Latino -- (Estimate)"
1,B11001Ie7,HOUSEHOLD TYPE (INCLUDING LIVING ALONE) (HISPANIC OR LATINO): Nonfamily households: Households with a householder who is Hispanic or Latino -- (Estimate)
1,B11001Ie8,HOUSEHOLD TYPE (INCLUDING LIVING ALONE) (HISPANIC OR LATINO): Nonfamily households: Householder living alone: Households with a householder who is Hispanic or Latino -- (Estimate)
1,B11001Ie9,HOUSEHOLD TYPE (INCLUDING LIVING ALONE) (HISPANIC OR LATINO): Nonfamily households: Householder not living alone: Households with a householder who is Hispanic or Latino -- (Estimate)
1,B15003e1,EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER: Total: Population 25 years and over -- (Estimate)
1,B15003e2,EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER: Total: No schooling completed: Population 25 years and over -- (Estimate)
1,B15003e3,EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER: Total: Nursery school: Population 25 years and over -- (Estimate)
1,B15003e4,EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER: Total: Kindergarten: Population 25 years and over -- (Estimate)
1,B15003e5,EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER: Total: 1st grade: Population 25 years and over -- (Estimate)
1,B15003e6,EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER: Total: 2nd grade: Population 25 years and over -- (Estimate)
1,B15003e7,EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER: Total: 3rd grade: Population 25 years and over -- (Estimate)
1,B15003e8,EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER: Total: 4th grade: Population 25 years and over -- (Estimate)
1,B15003e9,EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER: Total: 5th grade: Population 25 years and over -- (Estimate)
1,B15003e10,EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER: Total: 6th grade: Population 25 years and over -- (Estimate)
1,B15003e11,EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER: Total: 7th grade: Population 25 years and over -- (Estimate)
1,B15003e12,EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER: Total: 8th grade: Population 25 years and over -- (Estimate)
1,B15003e13,EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER: Total: 9th grade: Population 25 years and over -- (Estimate)
1,B15003e14,EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER: Total: 10th grade: Population 25 years and over -- (Estimate)
1,B15003e15,EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER: Total: 11th grade: Population 25 years and over -- (Estimate)
1,B15003e16,"EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER: Total: 12th grade, no diploma: Population 25 years and over -- (Estimate)"
1,B15003e17,EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER: Total: Regular high school diploma: Population 25 years and over -- (Estimate)
1,B15003e18,EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER: Total: GED or alternative credential: Population 25 years and over -- (Estimate)
1,B15003e19,"EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER: Total: Some college, less than 1 year: Population 25 years and over -- (Estimate)"
1,B15003e20,"EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER: Total: Some college, 1 or more years, no degree: Population 25 years and over -- (Estimate)"
1,B15003e21,EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER: Total: Associate's degree: Population 25 years and over -- (Estimate)
1,B15003e22,EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER: Total: Bachelor's degree: Population 25 years and over -- (Estimate)
1,B15003e23,EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER: Total: Master's degree: Population 25 years and over -- (Estimate)
1,B15003e24,EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER: Total: Professional school degree: Population 25 years and over -- (Estimate)
1,B15003e25,EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER: Total: Doctorate degree: Population 25 years and over -- (Estimate)
1,C15002Ae1,SEX BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER (WHITE ALONE): Total: White alone population 25 years and over -- (Estimate)
1,C15002Ae2,SEX BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER (WHITE ALONE): Male: White alone population 25 years and over -- (Estimate)
1,C15002Ae3,SEX BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER (WHITE ALONE): Male: Less than high school diploma: White alone population 25 years and over -- (Estimate)
1,C15002Ae4,SEX BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER (WHITE ALONE): Male: High school graduate (includes equivalency): White alone population 25 years and over -- (Estimate)
1,C15002Ae5,SEX BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER (WHITE ALONE): Male: Some college or associate's degree: White alone population 25 years and over -- (Estimate)
1,C15002Ae6,SEX BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER (WHITE ALONE): Male: Bachelor's degree or higher: White alone population 25 years and over -- (Estimate)
1,C15002Ae7,SEX BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER (WHITE ALONE): Female: White alone population 25 years and over -- (Estimate)
1,C15002Ae8,SEX BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER (WHITE ALONE): Female: Less than high school diploma: White alone population 25 years and over -- (Estimate)
1,C15002Ae9,SEX BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER (WHITE ALONE): Female: High school graduate (includes equivalency): White alone population 25 years and over -- (Estimate)
1,C15002Ae10,SEX BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER (WHITE ALONE): Female: Some college or associate's degree: White alone population 25 years and over -- (Estimate)
1,C15002Ae11,SEX BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER (WHITE ALONE): Female: Bachelor's degree or higher: White alone population 25 years and over -- (Estimate)
1,C15002Be1,SEX BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER (BLACK OR AFRICAN AMERICAN ALONE): Total: Black or African American alone population 25 years and over -- (Estimate)
1,C15002Be2,SEX BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER (BLACK OR AFRICAN AMERICAN ALONE): Male: Black or African American alone population 25 years and over -- (Estimate)
1,C15002Be3,SEX BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER (BLACK OR AFRICAN AMERICAN ALONE): Male: Less than high school diploma: Black or African American alone population 25 years and over -- (Estimate)
1,C15002Be4,SEX BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER (BLACK OR AFRICAN AMERICAN ALONE): Male: High school graduate (includes equivalency): Black or African American alone population 25 years and over -- (Estimate)
1,C15002Be5,SEX BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER (BLACK OR AFRICAN AMERICAN ALONE): Male: Some college or associate's degree: Black or African American alone population 25 years and over -- (Estimate)
1,C15002Be6,SEX BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER (BLACK OR AFRICAN AMERICAN ALONE): Male: Bachelor's degree or higher: Black or African American alone population 25 years and over -- (Estimate)
1,C15002Be7,SEX BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER (BLACK OR AFRICAN AMERICAN ALONE): Female: Black or African American alone population 25 years and over -- (Estimate)
1,C15002Be8,SEX BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER (BLACK OR AFRICAN AMERICAN ALONE): Female: Less than high school diploma: Black or African American alone population 25 years and over -- (Estimate)
1,C15002Be9,SEX BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER (BLACK OR AFRICAN AMERICAN ALONE): Female: High school graduate (includes equivalency): Black or African American alone population 25 years and over -- (Estimate)
1,C15002Be10,SEX BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER (BLACK OR AFRICAN AMERICAN ALONE): Female: Some college or associate's degree: Black or African American alone population 25 years and over -- (Estimate)
1,C15002Be11,SEX BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER (BLACK OR AFRICAN AMERICAN ALONE): Female: Bachelor's degree or higher: Black or African American alone population 25 years and over -- (Estimate)
1,C15002He1,"SEX BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER (WHITE ALONE, NOT HISPANIC OR LATINO): Total: White alone, not Hispanic or Latino population 25 years and over -- (Estimate)"
1,C15002He2,"SEX BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER (WHITE ALONE, NOT HISPANIC OR LATINO): Male: White alone, not Hispanic or Latino population 25 years and over -- (Estimate)"
1,C15002He3,"SEX BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER (WHITE ALONE, NOT HISPANIC OR LATINO): Male: Less than high school diploma: White alone, not Hispanic or Latino population 25 years and over -- (Estimate)"
1,C15002He4,"SEX BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER (WHITE ALONE, NOT HISPANIC OR LATINO): Male: High school graduate (includes equivalency): White alone, not Hispanic or Latino population 25 years and over -- (Estimate)"
1,C15002He5,"SEX BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER (WHITE ALONE, NOT HISPANIC OR LATINO): Male: Some college or associate's degree: White alone, not Hispanic or Latino population 25 years and over -- (Estimate)"
1,C15002He6,"SEX BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER (WHITE ALONE, NOT HISPANIC OR LATINO): Male: Bachelor's degree or higher: White alone, not Hispanic or Latino population 25 years and over -- (Estimate)"
1,C15002He7,"SEX BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER (WHITE ALONE, NOT HISPANIC OR LATINO): Female: White alone, not Hispanic or Latino population 25 years and over -- (Estimate)"
1,C15002He8,"SEX BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER (WHITE ALONE, NOT HISPANIC OR LATINO): Female: Less than high school diploma: White alone, not Hispanic or Latino population 25 years and over -- (Estimate)"
1,C15002He9,"SEX BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER (WHITE ALONE, NOT HISPANIC OR LATINO): Female: High school graduate (includes equivalency): White alone, not Hispanic or Latino population 25 years and over -- (Estimate)"
1,C15002He10,"SEX BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER (WHITE ALONE, NOT HISPANIC OR LATINO): Female: Some college or associate's degree: White alone, not Hispanic or Latino population 25 years and over -- (Estimate)"
1,C15002He11,"SEX BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER (WHITE ALONE, NOT HISPANIC OR LATINO): Female: Bachelor's degree or higher: White alone, not Hispanic or Latino population 25 years and over -- (Estimate)"
1,C15002Ie1,SEX BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER (HISPANIC OR LATINO): Total: Hispanic or Latino population 25 years and over -- (Estimate)
1,C15002Ie2,SEX BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER (HISPANIC OR LATINO): Male: Hispanic or Latino population 25 years and over -- (Estimate)
1,C15002Ie3,SEX BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER (HISPANIC OR LATINO): Male: Less than high school diploma: Hispanic or Latino population 25 years and over -- (Estimate)
1,C15002Ie4,SEX BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER (HISPANIC OR LATINO): Male: High school graduate (includes equivalency): Hispanic or Latino population 25 years and over -- (Estimate)
1,C15002Ie5,SEX BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER (HISPANIC OR LATINO): Male: Some college or associate's degree: Hispanic or Latino population 25 years and over -- (Estimate)
1,C15002Ie6,SEX BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER (HISPANIC OR LATINO): Male: Bachelor's degree or higher: Hispanic or Latino population 25 years and over -- (Estimate)
1,C15002Ie7,SEX BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER (HISPANIC OR LATINO): Female: Hispanic or Latino population 25 years and over -- (Estimate)
1,C15002Ie8,SEX BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER (HISPANIC OR LATINO): Female: Less than high school diploma: Hispanic or Latino population 25 years and over -- (Estimate)
1,C15002Ie9,SEX BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER (HISPANIC OR LATINO): Female: High school graduate (includes equivalency): Hispanic or Latino population 25 years and over -- (Estimate)
1,C15002Ie10,SEX BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER (HISPANIC OR LATINO): Female: Some college or associate's degree: Hispanic or Latino population 25 years and over -- (Estimate)
1,C15002Ie11,SEX BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER (HISPANIC OR LATINO): Female: Bachelor's degree or higher: Hispanic or Latino population 25 years and over -- (Estimate)
1,B16005e1,NATIVITY BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: Total: Population 5 years and over -- (Estimate)
1,B16005e2,NATIVITY BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: Native: Population 5 years and over -- (Estimate)
1,B16005e3,NATIVITY BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: Native: Speak only English: Population 5 years and over -- (Estimate)
1,B16005e4,NATIVITY BY LANGUAGE SPOKEN AT HOME BY ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER: Speak Spanish: Population 5 years and over -- (Estimate)
