Short_Name,Full_Name
B04004e54,PEOPLE REPORTING SINGLE ANCESTRY: Arab: Luxembourger: People reporting single ancestry -- (Estimate)
B04004e55,PEOPLE REPORTING SINGLE ANCESTRY: Arab: Macedonian: People reporting single ancestry -- (Estimate)
B04004e56,PEOPLE REPORTING SINGLE ANCESTRY: Arab: Maltese: People reporting single ancestry -- (Estimate)
B04004e57,PEOPLE REPORTING SINGLE ANCESTRY: Arab: New Zealander: People reporting single ancestry -- (Estimate)
B04004e58,PEOPLE REPORTING SINGLE ANCESTRY: Arab: Northern European: People reporting single ancestry -- (Estimate)
B04004e59,PEOPLE REPORTING SINGLE ANCESTRY: Arab: Norwegian: People reporting single ancestry -- (Estimate)
B04004e60,PEOPLE REPORTING SINGLE ANCESTRY: Arab: Pennsylvania German: People reporting single ancestry -- (Estimate)
B04004e61,PEOPLE REPORTING SINGLE ANCESTRY: Arab: Polish: People reporting single ancestry -- (Estimate)
B04004e62,PEOPLE REPORTING SINGLE ANCESTRY: Arab: Portuguese: People reporting single ancestry -- (Estimate)
B04004e63,PEOPLE REPORTING SINGLE ANCESTRY: Arab: Romanian: People reporting single ancestry -- (Estimate)
B04004e64,PEOPLE REPORTING SINGLE ANCESTRY: Arab: Russian: People reporting single ancestry -- (Estimate)
B04004e65,PEOPLE REPORTING SINGLE ANCESTRY: Arab: Scandinavian: People reporting single ancestry -- (Estimate)
B04004e66,PEOPLE REPORTING SINGLE ANCESTRY: Arab: Scotch-Irish: People reporting single ancestry -- (Estimate)
B04004e67,PEOPLE REPORTING SINGLE ANCESTRY: Arab: Scottish: People reporting single ancestry -- (Estimate)
B04004e68,PEOPLE REPORTING SINGLE ANCESTRY: Arab: Serbian: People reporting single ancestry -- (Estimate)
B04004e69,PEOPLE REPORTING SINGLE ANCESTRY: Arab: Slavic: People reporting single ancestry -- (Estimate)
B04004e70,PEOPLE REPORTING SINGLE ANCESTRY: Arab: Slovak: People reporting single ancestry -- (Estimate)
B04004e71,PEOPLE REPORTING SINGLE ANCESTRY: Arab: Slovene: People reporting single ancestry -- (Estimate)
B04004e72,PEOPLE REPORTING SINGLE ANCESTRY: Arab: Soviet Union: People reporting single ancestry -- (Estimate)
B04004e73,PEOPLE REPORTING SINGLE ANCESTRY: Subsaharan African: People reporting single ancestry -- (Estimate)
B04004e74,PEOPLE REPORTING SINGLE ANCESTRY: Subsaharan African: Cape Verdean: People reporting single ancestry -- (Estimate)
B04004e75,PEOPLE REPORTING SINGLE ANCESTRY: Subsaharan African: Ethiopian: People reporting single ancestry -- (Estimate)
B04004e76,PEOPLE REPORTING SINGLE ANCESTRY: Subsaharan African: Ghanaian: People reporting single ancestry -- (Estimate)
B04004e77,PEOPLE REPORTING SINGLE ANCESTRY: Subsaharan African: Kenyan: People reporting single ancestry -- (Estimate)
B04004e78,PEOPLE REPORTING SINGLE ANCESTRY: Subsaharan African: Liberian: People reporting single ancestry -- (Estimate)
B04004e79,PEOPLE REPORTING SINGLE ANCESTRY: Subsaharan African: Nigerian: People reporting single ancestry -- (Estimate)
B04004e80,PEOPLE REPORTING SINGLE ANCESTRY: Subsaharan African: Senegalese: People reporting single ancestry -- (Estimate)
B04004e81,PEOPLE REPORTING SINGLE ANCESTRY: Subsaharan African: Sierra Leonean: People reporting single ancestry -- (Estimate)
B04004e82,PEOPLE REPORTING SINGLE ANCESTRY: Subsaharan African: Somali: People reporting single ancestry -- (Estimate)
B04004e83,PEOPLE REPORTING SINGLE ANCESTRY: Subsaharan African: South African: People reporting single ancestry -- (Estimate)
B04004e84,PEOPLE REPORTING SINGLE ANCESTRY: Subsaharan African: Sudanese: People reporting single ancestry -- (Estimate)
B04004e85,PEOPLE REPORTING SINGLE ANCESTRY: Subsaharan African: Ugandan: People reporting single ancestry -- (Estimate)
B04004e86,PEOPLE REPORTING SINGLE ANCESTRY: Subsaharan African: Zimbabwean: People reporting single ancestry -- (Estimate)
B04004e87,PEOPLE REPORTING SINGLE ANCESTRY: Subsaharan African: African: People reporting single ancestry -- (Estimate)
B04004e88,PEOPLE REPORTING SINGLE ANCESTRY: Subsaharan African: Other Subsaharan African: People reporting single ancestry -- (Estimate)
B04004e89,PEOPLE REPORTING SINGLE ANCESTRY: Subsaharan African: Swedish: People reporting single ancestry -- (Estimate)
B04004e90,PEOPLE REPORTING SINGLE ANCESTRY: Subsaharan African: Swiss: People reporting single ancestry -- (Estimate)
B04004e91,PEOPLE REPORTING SINGLE ANCESTRY: Subsaharan African: Turkish: People reporting single ancestry -- (Estimate)
B04004e92,PEOPLE REPORTING SINGLE ANCESTRY: Subsaharan African: Ukrainian: People reporting single ancestry -- (Estimate)
B04004e93,PEOPLE REPORTING SINGLE ANCESTRY: Subsaharan African: Welsh: People reporting single ancestry -- (Estimate)
B04004e94,PEOPLE REPORTING SINGLE ANCESTRY: West Indian (except Hispanic groups): People reporting single ancestry -- (Estimate)
B04004e95,PEOPLE REPORTING SINGLE ANCESTRY: West Indian (except Hispanic groups): Bahamian: People reporting single ancestry -- (Estimate)
B04004e96,PEOPLE REPORTING SINGLE ANCESTRY: West Indian (except Hispanic groups): Barbadian: People reporting single ancestry -- (Estimate)
B04004e97,PEOPLE REPORTING SINGLE ANCESTRY: West Indian (except Hispanic groups): Belizean: People reporting single ancestry -- (Estimate)
B04004e98,PEOPLE REPORTING SINGLE ANCESTRY: West Indian (except Hispanic groups): Bermudan: People reporting single ancestry -- (Estimate)
B04004e99,PEOPLE REPORTING SINGLE ANCESTRY: West Indian (except Hispanic groups): British West Indian: People reporting single ancestry -- (Estimate)
B04004e100,PEOPLE REPORTING SINGLE ANCESTRY: West Indian (except Hispanic groups): Dutch West Indian: People reporting single ancestry -- (Estimate)
B04004e101,PEOPLE REPORTING SINGLE ANCESTRY: West Indian (except Hispanic groups): Haitian: People reporting single ancestry -- (Estimate)
B04004e102,PEOPLE REPORTING SINGLE ANCESTRY: West Indian (except Hispanic groups): Jamaican: People reporting single ancestry -- (Estimate)
B04004e103,PEOPLE REPORTING SINGLE ANCESTRY: West Indian (except Hispanic groups): Trinidadian and Tobagonian: People reporting single ancestry -- (Estimate)
B04004e104,PEOPLE REPORTING SINGLE ANCESTRY: West Indian (except Hispanic groups): U.S. Virgin Islander: People reporting single ancestry -- (Estimate)
B04004e105,PEOPLE REPORTING SINGLE ANCESTRY: West Indian (except Hispanic groups): West Indian: People reporting single ancestry -- (Estimate)
B04004e106,PEOPLE REPORTING SINGLE ANCESTRY: West Indian (except Hispanic groups): Other West Indian: People reporting single ancestry -- (Estimate)
B04004e107,PEOPLE REPORTING SINGLE ANCESTRY: West Indian (except Hispanic groups): Yugoslavian: People reporting single ancestry -- (Estimate)
B04004e108,PEOPLE REPORTING SINGLE ANCESTRY: West Indian (except Hispanic groups): Other groups: People reporting single ancestry -- (Estimate)
B04005e1,PEOPLE REPORTING MULTIPLE ANCESTRY: Total: People reporting multiple ancestries -- (Estimate)
B04005e2,PEOPLE REPORTING MULTIPLE ANCESTRY: Total: Afghan: People reporting multiple ancestries -- (Estimate)
B04005e3,PEOPLE REPORTING MULTIPLE ANCESTRY: Total: Albanian: People reporting multiple ancestries -- (Estimate)
B04005e4,PEOPLE REPORTING MULTIPLE ANCESTRY: Total: Alsatian: People reporting multiple ancestries -- (Estimate)
B04005e5,PEOPLE REPORTING MULTIPLE ANCESTRY: Total: American: People reporting multiple ancestries -- (Estimate)
B04005e6,PEOPLE REPORTING MULTIPLE ANCESTRY: Arab: People reporting multiple ancestries -- (Estimate)
B04005e7,PEOPLE REPORTING MULTIPLE ANCESTRY: Arab: Egyptian: People reporting multiple ancestries -- (Estimate)
B04005e8,PEOPLE REPORTING MULTIPLE ANCESTRY: Arab: Iraqi: People reporting multiple ancestries -- (Estimate)
B04005e9,PEOPLE REPORTING MULTIPLE ANCESTRY: Arab: Jordanian: People reporting multiple ancestries -- (Estimate)
B04005e10,PEOPLE REPORTING MULTIPLE ANCESTRY: Arab: Lebanese: People reporting multiple ancestries -- (Estimate)
B04005e11,PEOPLE REPORTING MULTIPLE ANCESTRY: Arab: Moroccan: People reporting multiple ancestries -- (Estimate)
B04005e12,PEOPLE REPORTING MULTIPLE ANCESTRY: Arab: Palestinian: People reporting multiple ancestries -- (Estimate)
B04005e13,PEOPLE REPORTING MULTIPLE ANCESTRY: Arab: Syrian: People reporting multiple ancestries -- (Estimate)
B04005e14,PEOPLE REPORTING MULTIPLE ANCESTRY: Arab: Arab: People reporting multiple ancestries -- (Estimate)
B04005e15,PEOPLE REPORTING MULTIPLE ANCESTRY: Arab: Other Arab: People reporting multiple ancestries -- (Estimate)
B04005e16,PEOPLE REPORTING MULTIPLE ANCESTRY: Arab: Armenian: People reporting multiple ancestries -- (Estimate)
B04005e17,PEOPLE REPORTING MULTIPLE ANCESTRY: Arab: Assyrian/Chaldean/Syriac: People reporting multiple ancestries -- (Estimate)
B04005e18,PEOPLE REPORTING MULTIPLE ANCESTRY: Arab: Australian: People reporting multiple ancestries -- (Estimate)
B04005e19,PEOPLE REPORTING MULTIPLE ANCESTRY: Arab: Austrian: People reporting multiple ancestries -- (Estimate)
B04005e20,PEOPLE REPORTING MULTIPLE ANCESTRY: Arab: Basque: People reporting multiple ancestries -- (Estimate)
B04005e21,PEOPLE REPORTING MULTIPLE ANCESTRY: Arab: Belgian: People reporting multiple ancestries -- (Estimate)
B04005e22,PEOPLE REPORTING MULTIPLE ANCESTRY: Arab: Brazilian: People reporting multiple ancestries -- (Estimate)
B04005e23,PEOPLE REPORTING MULTIPLE ANCESTRY: Arab: British: People reporting multiple ancestries -- (Estimate)
B04005e24,PEOPLE REPORTING MULTIPLE ANCESTRY: Arab: Bulgarian: People reporting multiple ancestries -- (Estimate)
B04005e25,PEOPLE REPORTING MULTIPLE ANCESTRY: Arab: Cajun: People reporting multiple ancestries -- (Estimate)
B04005e26,PEOPLE REPORTING MULTIPLE ANCESTRY: Arab: Canadian: People reporting multiple ancestries -- (Estimate)
B04005e27,PEOPLE REPORTING MULTIPLE ANCESTRY: Arab: Carpatho Rusyn: People reporting multiple ancestries -- (Estimate)
B04005e28,PEOPLE REPORTING MULTIPLE ANCESTRY: Arab: Celtic: People reporting multiple ancestries -- (Estimate)
B04005e29,PEOPLE REPORTING MULTIPLE ANCESTRY: Arab: Croatian: People reporting multiple ancestries -- (Estimate)
B04005e30,PEOPLE REPORTING MULTIPLE ANCESTRY: Arab: Cypriot: People reporting multiple ancestries -- (Estimate)
B04005e31,PEOPLE REPORTING MULTIPLE ANCESTRY: Arab: Czech: People reporting multiple ancestries -- (Estimate)
B04005e32,PEOPLE REPORTING MULTIPLE ANCESTRY: Arab: Czechoslovakian: People reporting multiple ancestries -- (Estimate)
B04005e33,PEOPLE REPORTING MULTIPLE ANCESTRY: Arab: Danish: People reporting multiple ancestries -- (Estimate)
B04005e34,PEOPLE REPORTING MULTIPLE ANCESTRY: Arab: Dutch: People reporting multiple ancestries -- (Estimate)
B04005e35,PEOPLE REPORTING MULTIPLE ANCESTRY: Arab: Eastern European: People reporting multiple ancestries -- (Estimate)
B04005e36,PEOPLE REPORTING MULTIPLE ANCESTRY: Arab: English: People reporting multiple ancestries -- (Estimate)
B04005e37,PEOPLE REPORTING MULTIPLE ANCESTRY: Arab: Estonian: People reporting multiple ancestries -- (Estimate)
B04005e38,PEOPLE REPORTING MULTIPLE ANCESTRY: Arab: European: People reporting multiple ancestries -- (Estimate)
B04005e39,PEOPLE REPORTING MULTIPLE ANCESTRY: Arab: Finnish: People reporting multiple ancestries -- (Estimate)
B04005e40,PEOPLE REPORTING MULTIPLE ANCESTRY: Arab: French (except Basque): People reporting multiple ancestries -- (Estimate)
B04005e41,PEOPLE REPORTING MULTIPLE ANCESTRY: Arab: French Canadian: People reporting multiple ancestries -- (Estimate)
B04005e42,PEOPLE REPORTING MULTIPLE ANCESTRY: Arab: German: People reporting multiple ancestries -- (Estimate)
B04005e43,PEOPLE REPORTING MULTIPLE ANCESTRY: Arab: German Russian: People reporting multiple ancestries -- (Estimate)
B04005e44,PEOPLE REPORTING MULTIPLE ANCESTRY: Arab: Greek: People reporting multiple ancestries -- (Estimate)
B04005e45,PEOPLE REPORTING MULTIPLE ANCESTRY: Arab: Guyanese: People reporting multiple ancestries -- (Estimate)
B04005e46,PEOPLE REPORTING MULTIPLE ANCESTRY: Arab: Hungarian: People reporting multiple ancestries -- (Estimate)
B04005e47,PEOPLE REPORTING MULTIPLE ANCESTRY: Arab: Icelander: People reporting multiple ancestries -- (Estimate)
B04005e48,PEOPLE REPORTING MULTIPLE ANCESTRY: Arab: Iranian: People reporting multiple ancestries -- (Estimate)
B04005e49,PEOPLE REPORTING MULTIPLE ANCESTRY: Arab: Irish: People reporting multiple ancestries -- (Estimate)
B04005e50,PEOPLE REPORTING MULTIPLE ANCESTRY: Arab: Israeli: People reporting multiple ancestries -- (Estimate)
B04005e51,PEOPLE REPORTING MULTIPLE ANCESTRY: Arab: Italian: People reporting multiple ancestries -- (Estimate)
B04005e52,PEOPLE REPORTING MULTIPLE ANCESTRY: Arab: Latvian: People reporting multiple ancestries -- (Estimate)
B04005e53,PEOPLE REPORTING MULTIPLE ANCESTRY: Arab: Lithuanian: People reporting multiple ancestries -- (Estimate)
B04005e54,PEOPLE REPORTING MULTIPLE ANCESTRY: Arab: Luxembourger: People reporting multiple ancestries -- (Estimate)
B04005e55,PEOPLE REPORTING MULTIPLE ANCESTRY: Arab: Macedonian: People reporting multiple ancestries -- (Estimate)
B04005e56,PEOPLE REPORTING MULTIPLE ANCESTRY: Arab: Maltese: People reporting multiple ancestries -- (Estimate)
B04005e57,PEOPLE REPORTING MULTIPLE ANCESTRY: Arab: New Zealander: People reporting multiple ancestries -- (Estimate)
B04005e58,PEOPLE REPORTING MULTIPLE ANCESTRY: Arab: Northern European: People reporting multiple ancestries -- (Estimate)
B04005e59,PEOPLE REPORTING MULTIPLE ANCESTRY: Arab: Norwegian: People reporting multiple ancestries -- (Estimate)
B04005e60,PEOPLE REPORTING MULTIPLE ANCESTRY: Arab: Pennsylvania German: People reporting multiple ancestries -- (Estimate)
B04005e61,PEOPLE REPORTING MULTIPLE ANCESTRY: Arab: Polish: People reporting multiple ancestries -- (Estimate)
B04005e62,PEOPLE REPORTING MULTIPLE ANCESTRY: Arab: Portuguese: People reporting multiple ancestries -- (Estimate)
B04005e63,PEOPLE REPORTING MULTIPLE ANCESTRY: Arab: Romanian: People reporting multiple ancestries -- (Estimate)
B04005e64,PEOPLE REPORTING MULTIPLE ANCESTRY: Arab: Russian: People reporting multiple ancestries -- (Estimate)
B04005e65,PEOPLE REPORTING MULTIPLE ANCESTRY: Arab: Scandinavian: People reporting multiple ancestries -- (Estimate)
B04005e66,PEOPLE REPORTING MULTIPLE ANCESTRY: Arab: Scotch-Irish: People reporting multiple ancestries -- (Estimate)
B04005e67,PEOPLE REPORTING MULTIPLE ANCESTRY: Arab: Scottish: People reporting multiple ancestries -- (Estimate)
B04005e68,PEOPLE REPORTING MULTIPLE ANCESTRY: Arab: Serbian: People reporting multiple ancestries -- (Estimate)
B04005e69,PEOPLE REPORTING MULTIPLE ANCESTRY: Arab: Slavic: People reporting multiple ancestries -- (Estimate)
B04005e70,PEOPLE REPORTING MULTIPLE ANCESTRY: Arab: Slovak: People reporting multiple ancestries -- (Estimate)
B04005e71,PEOPLE REPORTING MULTIPLE ANCESTRY: Arab: Slovene: People reporting multiple ancestries -- (Estimate)
B04005e72,PEOPLE REPORTING MULTIPLE ANCESTRY: Arab: Soviet Union: People reporting multiple ancestries -- (Estimate)
B04005e73,PEOPLE REPORTING MULTIPLE ANCESTRY: Subsaharan African: People reporting multiple ancestries -- (Estimate)
B04005e74,PEOPLE REPORTING MULTIPLE ANCESTRY: Subsaharan African: Cape Verdean: People reporting multiple ancestries -- (Estimate)
B04005e75,PEOPLE REPORTING MULTIPLE ANCESTRY: Subsaharan African: Ethiopian: People reporting multiple ancestries -- (Estimate)
B04005e76,PEOPLE REPORTING MULTIPLE ANCESTRY: Subsaharan African: Ghanaian: People reporting multiple ancestries -- (Estimate)
B04005e77,PEOPLE REPORTING MULTIPLE ANCESTRY: Subsaharan African: Kenyan: People reporting multiple ancestries -- (Estimate)
B04005e78,PEOPLE REPORTING MULTIPLE ANCESTRY: Subsaharan African: Liberian: People reporting multiple ancestries -- (Estimate)
B04005e79,PEOPLE REPORTING MULTIPLE ANCESTRY: Subsaharan African: Nigerian: People reporting multiple ancestries -- (Estimate)
B04005e80,PEOPLE REPORTING MULTIPLE ANCESTRY: Subsaharan African: Senegalese: People reporting multiple ancestries -- (Estimate)
B04005e81,PEOPLE REPORTING MULTIPLE ANCESTRY: Subsaharan African: Sierra Leonean: People reporting multiple ancestries -- (Estimate)
B04005e82,PEOPLE REPORTING MULTIPLE ANCESTRY: Subsaharan African: Somali: People reporting multiple ancestries -- (Estimate)
B04005e83,PEOPLE REPORTING MULTIPLE ANCESTRY: Subsaharan African: South African: People reporting multiple ancestries -- (Estimate)
B04005e84,PEOPLE REPORTING MULTIPLE ANCESTRY: Subsaharan African: Sudanese: People reporting multiple ancestries -- (Estimate)
B04005e85,PEOPLE REPORTING MULTIPLE ANCESTRY: Subsaharan African: Ugandan: People reporting multiple ancestries -- (Estimate)
B04005e86,PEOPLE REPORTING MULTIPLE ANCESTRY: Subsaharan African: Zimbabwean: People reporting multiple ancestries -- (Estimate)
B04005e87,PEOPLE REPORTING MULTIPLE ANCESTRY: Subsaharan African: African: People reporting multiple ancestries -- (Estimate)
B04005e88,PEOPLE REPORTING MULTIPLE ANCESTRY: Subsaharan African: Other Subsaharan African: People reporting multiple ancestries -- (Estimate)
B04005e89,PEOPLE REPORTING MULTIPLE ANCESTRY: Subsaharan African: Swedish: People reporting multiple ancestries -- (Estimate)
B04005e90,PEOPLE REPORTING MULTIPLE ANCESTRY: Subsaharan African: Swiss: People reporting multiple ancestries -- (Estimate)
B04005e91,PEOPLE REPORTING MULTIPLE ANCESTRY: Subsaharan African: Turkish: People reporting multiple ancestries -- (Estimate)
B04005e92,PEOPLE REPORTING MULTIPLE ANCESTRY: Subsaharan African: Ukrainian: People reporting multiple ancestries -- (Estimate)
B04005e93,PEOPLE REPORTING MULTIPLE ANCESTRY: Subsaharan African: Welsh: People reporting multiple ancestries -- (Estimate)
B04005e94,PEOPLE REPORTING MULTIPLE ANCESTRY: West Indian (except Hispanic groups): People reporting multiple ancestries -- (Estimate)
B04005e95,PEOPLE REPORTING MULTIPLE ANCESTRY: West Indian (except Hispanic groups): Bahamian: People reporting multiple ancestries -- (Estimate)
B04005e96,PEOPLE REPORTING MULTIPLE ANCESTRY: West Indian (except Hispanic groups): Barbadian: People reporting multiple ancestries -- (Estimate)
B04005e97,PEOPLE REPORTING MULTIPLE ANCESTRY: West Indian (except Hispanic groups): Belizean: People reporting multiple ancestries -- (Estimate)
B04005e98,PEOPLE REPORTING MULTIPLE ANCESTRY: West Indian (except Hispanic groups): Bermudan: People reporting multiple ancestries -- (Estimate)
B04005e99,PEOPLE REPORTING MULTIPLE ANCESTRY: West Indian (except Hispanic groups): British West Indian: People reporting multiple ancestries -- (Estimate)
B04005e100,PEOPLE REPORTING MULTIPLE ANCESTRY: West Indian (except Hispanic groups): Dutch West Indian: People reporting multiple ancestries -- (Estimate)
B04005e101,PEOPLE REPORTING MULTIPLE ANCESTRY: West Indian (except Hispanic groups): Haitian: People reporting multiple ancestries -- (Estimate)
B04005e102,PEOPLE REPORTING MULTIPLE ANCESTRY: West Indian (except Hispanic groups): Jamaican: People reporting multiple ancestries -- (Estimate)
B04005e103,PEOPLE REPORTING MULTIPLE ANCESTRY: West Indian (except Hispanic groups): Trinidadian and Tobagonian: People reporting multiple ancestries -- (Estimate)
B04005e104,PEOPLE REPORTING MULTIPLE ANCESTRY: West Indian (except Hispanic groups): U.S. Virgin Islander: People reporting multiple ancestries -- (Estimate)
B04005e105,PEOPLE REPORTING MULTIPLE ANCESTRY: West Indian (except Hispanic groups): West Indian: People reporting multiple ancestries -- (Estimate)
B04005e106,PEOPLE REPORTING MULTIPLE ANCESTRY: West Indian (except Hispanic groups): Other West Indian: People reporting multiple ancestries -- (Estimate)
B04005e107,PEOPLE REPORTING MULTIPLE ANCESTRY: West Indian (except Hispanic groups): Yugoslavian: People reporting multiple ancestries -- (Estimate)
B04005e108,PEOPLE REPORTING MULTIPLE ANCESTRY: West Indian (except Hispanic groups): Other groups: People reporting multiple ancestries -- (Estimate)
B04006e1,PEOPLE REPORTING ANCESTRY: Total: Total population -- (Estimate)
B04006e2,PEOPLE REPORTING ANCESTRY: Total: Afghan: Total population -- (Estimate)
B04006e3,PEOPLE REPORTING ANCESTRY: Total: Albanian: Total population -- (Estimate)
B04006e4,PEOPLE REPORTING ANCESTRY: Total: Alsatian: Total population -- (Estimate)
B04006e5,PEOPLE REPORTING ANCESTRY: Total: American: Total population -- (Estimate)
B04006e6,PEOPLE REPORTING ANCESTRY: Arab: Total population -- (Estimate)
B04006e7,PEOPLE REPORTING ANCESTRY: Arab: Egyptian: Total population -- (Estimate)
B04006e8,PEOPLE REPORTING ANCESTRY: Arab: Iraqi: Total population -- (Estimate)
B04006e9,PEOPLE REPORTING ANCESTRY: Arab: Jordanian: Total population -- (Estimate)
B04006e10,PEOPLE REPORTING ANCESTRY: Arab: Lebanese: Total population -- (Estimate)
B04006e11,PEOPLE REPORTING ANCESTRY: Arab: Moroccan: Total population -- (Estimate)
B04006e12,PEOPLE REPORTING ANCESTRY: Arab: Palestinian: Total population -- (Estimate)
B04006e13,PEOPLE REPORTING ANCESTRY: Arab: Syrian: Total population -- (Estimate)
B04006e14,PEOPLE REPORTING ANCESTRY: Arab: Arab: Total population -- (Estimate)
B04006e15,PEOPLE REPORTING ANCESTRY: Arab: Other Arab: Total population -- (Estimate)
B04006e16,PEOPLE REPORTING ANCESTRY: Arab: Armenian: Total population -- (Estimate)
B04006e17,PEOPLE REPORTING ANCESTRY: Arab: Assyrian/Chaldean/Syriac: Total population -- (Estimate)
B04006e18,PEOPLE REPORTING ANCESTRY: Arab: Australian: Total population -- (Estimate)
B04006e19,PEOPLE REPORTING ANCESTRY: Arab: Austrian: Total population -- (Estimate)
B04006e20,PEOPLE REPORTING ANCESTRY: Arab: Basque: Total population -- (Estimate)
B04006e21,PEOPLE REPORTING ANCESTRY: Arab: Belgian: Total population -- (Estimate)
B04006e22,PEOPLE REPORTING ANCESTRY: Arab: Brazilian: Total population -- (Estimate)
B04006e23,PEOPLE REPORTING ANCESTRY: Arab: British: Total population -- (Estimate)
B04006e24,PEOPLE REPORTING ANCESTRY: Arab: Bulgarian: Total population -- (Estimate)
B04006e25,PEOPLE REPORTING ANCESTRY: Arab: Cajun: Total population -- (Estimate)
B04006e26,PEOPLE REPORTING ANCESTRY: Arab: Canadian: Total population -- (Estimate)
B04006e27,PEOPLE REPORTING ANCESTRY: Arab: Carpatho Rusyn: Total population -- (Estimate)
B04006e28,PEOPLE REPORTING ANCESTRY: Arab: Celtic: Total population -- (Estimate)
B04006e29,PEOPLE REPORTING ANCESTRY: Arab: Croatian: Total population -- (Estimate)
B04006e30,PEOPLE REPORTING ANCESTRY: Arab: Cypriot: Total population -- (Estimate)
B04006e31,PEOPLE REPORTING ANCESTRY: Arab: Czech: Total population -- (Estimate)
B04006e32,PEOPLE REPORTING ANCESTRY: Arab: Czechoslovakian: Total population -- (Estimate)
B04006e33,PEOPLE REPORTING ANCESTRY: Arab: Danish: Total population -- (Estimate)
B04006e34,PEOPLE REPORTING ANCESTRY: Arab: Dutch: Total population -- (Estimate)
B04006e35,PEOPLE REPORTING ANCESTRY: Arab: Eastern European: Total population -- (Estimate)
B04006e36,PEOPLE REPORTING ANCESTRY: Arab: English: Total population -- (Estimate)
B04006e37,PEOPLE REPORTING ANCESTRY: Arab: Estonian: Total population -- (Estimate)
B04006e38,PEOPLE REPORTING ANCESTRY: Arab: European: Total population -- (Estimate)
B04006e39,PEOPLE REPORTING ANCESTRY: Arab: Finnish: Total population -- (Estimate)
B04006e40,PEOPLE REPORTING ANCESTRY: Arab: French (except Basque): Total population -- (Estimate)
B04006e41,PEOPLE REPORTING ANCESTRY: Arab: French Canadian: Total population -- (Estimate)
B04006e42,PEOPLE REPORTING ANCESTRY: Arab: German: Total population -- (Estimate)
B04006e43,PEOPLE REPORTING ANCESTRY: Arab: German Russian: Total population -- (Estimate)
B04006e44,PEOPLE REPORTING ANCESTRY: Arab: Greek: Total population -- (Estimate)
B04006e45,PEOPLE REPORTING ANCESTRY: Arab: Guyanese: Total population -- (Estimate)
B04006e46,PEOPLE REPORTING ANCESTRY: Arab: Hungarian: Total population -- (Estimate)
B04006e47,PEOPLE REPORTING ANCESTRY: Arab: Icelander: Total population -- (Estimate)
B04006e48,PEOPLE REPORTING ANCESTRY: Arab: Iranian: Total population -- (Estimate)
B04006e49,PEOPLE REPORTING ANCESTRY: Arab: Irish: Total population -- (Estimate)
B04006e50,PEOPLE REPORTING ANCESTRY: Arab: Israeli: Total population -- (Estimate)
B04006e51,PEOPLE REPORTING ANCESTRY: Arab: Italian: Total population -- (Estimate)
B04006e52,PEOPLE REPORTING ANCESTRY: Arab: Latvian: Total population -- (Estimate)
B04006e53,PEOPLE REPORTING ANCESTRY: Arab: Lithuanian: Total population -- (Estimate)
B04006e54,PEOPLE REPORTING ANCESTRY: Arab: Luxembourger: Total population -- (Estimate)
B04006e55,PEOPLE REPORTING ANCESTRY: Arab: Macedonian: Total population -- (Estimate)
B04006e56,PEOPLE REPORTING ANCESTRY: Arab: Maltese: Total population -- (Estimate)
B04006e57,PEOPLE REPORTING ANCESTRY: Arab: New Zealander: Total population -- (Estimate)
B04006e58,PEOPLE REPORTING ANCESTRY: Arab: Northern European: Total population -- (Estimate)
B04006e59,PEOPLE REPORTING ANCESTRY: Arab: Norwegian: Total population -- (Estimate)
B04006e60,PEOPLE REPORTING ANCESTRY: Arab: Pennsylvania German: Total population -- (Estimate)
B04006e61,PEOPLE REPORTING ANCESTRY: Arab: Polish: Total population -- (Estimate)
B04006e62,PEOPLE REPORTING ANCESTRY: Arab: Portuguese: Total population -- (Estimate)
B04006e63,PEOPLE REPORTING ANCESTRY: Arab: Romanian: Total population -- (Estimate)
B04006e64,PEOPLE REPORTING ANCESTRY: Arab: Russian: Total population -- (Estimate)
B04006e65,PEOPLE REPORTING ANCESTRY: Arab: Scandinavian: Total population -- (Estimate)
B04006e66,PEOPLE REPORTING ANCESTRY: Arab: Scotch-Irish: Total population -- (Estimate)
B04006e67,PEOPLE REPORTING ANCESTRY: Arab: Scottish: Total population -- (Estimate)
B04006e68,PEOPLE REPORTING ANCESTRY: Arab: Serbian: Total population -- (Estimate)
B04006e69,PEOPLE REPORTING ANCESTRY: Arab: Slavic: Total population -- (Estimate)
B04006e70,PEOPLE REPORTING ANCESTRY: Arab: Slovak: Total population -- (Estimate)
B04006e71,PEOPLE REPORTING ANCESTRY: Arab: Slovene: Total population -- (Estimate)
B04006e72,PEOPLE REPORTING ANCESTRY: Arab: Soviet Union: Total population -- (Estimate)
B04006e73,PEOPLE REPORTING ANCESTRY: Subsaharan African: Total population -- (Estimate)
B04006e74,PEOPLE REPORTING ANCESTRY: Subsaharan African: Cape Verdean: Total population -- (Estimate)
B04006e75,PEOPLE REPORTING ANCESTRY: Subsaharan African: Ethiopian: Total population -- (Estimate)
B04006e76,PEOPLE REPORTING ANCESTRY: Subsaharan African: Ghanaian: Total population -- (Estimate)
B04006e77,PEOPLE REPORTING ANCESTRY: Subsaharan African: Kenyan: Total population -- (Estimate)
B04006e78,PEOPLE REPORTING ANCESTRY: Subsaharan African: Liberian: Total population -- (Estimate)
